Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
Electroweak phase transition in the reduced minimal 3-3-1 model,2013,"Physical Review D - Particles, Fields, Gravitation and Cosmology",88,9,96009,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888113915&partnerID=40&md5=0665406093929de7e85eb887aa9f8c29,Article,Scopus,2-s2.0-84888113915
Three solutions for a class of nonlocal problems in Orlicz-Sobolev spaces,2013,Journal of the Korean Mathematical Society,50,6,,1257,1269,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887141843&partnerID=40&md5=5bad63a0bd4591aa651794bed2fcb065,Article,Scopus,2-s2.0-84887141843
Design of TMD for damped linear structures using the dual criterion of equivalent linearization method,2013,International Journal of Mechanical Sciences,77,,,164,170,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887043509&partnerID=40&md5=6841c7dafdc1354c3fd7e7a6175ed599,Article,Scopus,2-s2.0-84887043509
Biscembranoids from the marine sponge Petrosia nigricans,2013,Natural Product Communications,8,9,,1209,1212,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886825102&partnerID=40&md5=5dc2d2bfad0c66d725f652f0e6fcf645,Article,Scopus,2-s2.0-84886825102
Transition metal (Fe and Cr) adsorptions on buckled and planar silicene monolayers: A density functional theory investigation,2013,Journal of Physical Chemistry C,117,44,,23364,23371,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84889815493&partnerID=40&md5=8f247e441ccbb93793d15feeff274e30,Article,Scopus,2-s2.0-84889815493
An OpenLS privacy-aware middleware supporting location-based applications,2013,International Journal of Pervasive Computing and Communications,9,4,,311,345,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886770341&partnerID=40&md5=727bdf9445ab193ffe6cee1b83bc769e,Article,Scopus,2-s2.0-84886770341
Implicit iteration methods for variational inequalities in Banach spaces,2013,Bulletin of the Malaysian Mathematical Sciences Society,36,4,,917,926,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886789969&partnerID=40&md5=c11595e363d39ed8ca53346c9961dc09,Article,Scopus,2-s2.0-84886789969
Idealizations of pseudo Buchsbaum modules over a pseudo Buchsbaum ring,2013,Bulletin of the Korean Mathematical Society,50,5,,1523,1530,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886796052&partnerID=40&md5=a1baf45c1cd846c1a0bebcf0145b6544,Article,Scopus,2-s2.0-84886796052
The Number of Occurrences of a Fixed Spread among n Directions in Vector Spaces over Finite Fields,2013,Graphs and Combinatorics,29,6,,1943,1949,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886599632&partnerID=40&md5=183df1946d80cee78251e5c3d5f99405,Article,Scopus,2-s2.0-84886599632
Phase transition patterns of nuclear matter based on extended linear sigma model,2013,International Journal of Modern Physics E,22,11,1350077,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887039241&partnerID=40&md5=889a51ae1e7d80e397ae197816f81021,Article,Scopus,2-s2.0-84887039241
Strong Convergence to Solutions for a Class of Variational Inequalities in Banach Spaces by Implicit Iteration Methods,2013,Journal of Optimization Theory and Applications,159,2,,399,411,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886090100&partnerID=40&md5=61673d7381433fa2c0220c10ac5ef28b,Article,Scopus,2-s2.0-84886090100
"High pressure melting curves of silver, gold and copper",2013,AIP Advances,3,11,112125,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84891548468&partnerID=40&md5=f2eea3be7f361adaa2b4e9cc2b367fb7,Article,Scopus,2-s2.0-84891548468
Graphs generated by Sidon sets and algebraic equations over finite fields,2013,Journal of Combinatorial Theory. Series B,103,6,,651,657,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887615205&partnerID=40&md5=ecf05535073c5e0fe2403fdf742c782f,Article,Scopus,2-s2.0-84887615205
Micropropagation and chloroplast isolation from in vitro of Aloe Vera plants,2013,Research Journal of Biotechnology,8,11,,25,31,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886073255&partnerID=40&md5=74829a92cefa3f6d2586a280f1275dad,Article,Scopus,2-s2.0-84886073255
Optimization of culture conditions and medium components for carboxymethyl cellulase (CMCase) production by a novel basidiomycete strain Peniophora sp. NDVN01,2013,Iranian Journal of Biotechnology,11,4,,251,259,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888117806&partnerID=40&md5=16699d4faca2b219ec47ee28007c31c1,Article,Scopus,2-s2.0-84888117806
Preparation and characterization of silica-gold core-shell nanoparticles,2013,Journal of Nanoparticle Research,15,11,,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886179442&partnerID=40&md5=e51cac4bef82e183dca5db69b6eabebf,Article,Scopus,2-s2.0-84886179442
Numerical calculations and analyses in diagonal type magnetohydrodynamic generator,2013,Journal of Electrical Engineering and Technology,8,6,,1365,1370,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885989414&partnerID=40&md5=7e688a667e2ee8a535592170915a647d,Article,Scopus,2-s2.0-84885989414
On Weak*-Convergence in H1 L(?d),2013,Potential Analysis,39,4,,355,368,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885656943&partnerID=40&md5=08b57d8ac25b3e68e2429f76d2b4ad5f,Article,Scopus,2-s2.0-84885656943
"Coral degradation and ability of rehabilitation of coral reefs in Co To Archipelago, Quang Ninh province, Vietnam",2013,Deep-Sea Research Part II: Topical Studies in Oceanography,96,,,50,55,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887119270&partnerID=40&md5=bce731e9a6541376fae6ace226499d90,Article,Scopus,2-s2.0-84887119270
On Local LYM Identities,2013,Annals of Combinatorics,17,4,,755,763,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888303776&partnerID=40&md5=b1dfb8155d2968bc23ed2b195a785614,Article,Scopus,2-s2.0-84888303776
Alexander polynomials of certain dual of smooth quartics,2013,Proceedings of the Japan Academy Series A: Mathematical Sciences,89,9,,119,122,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888027008&partnerID=40&md5=058fbfe2a23b3ccf7877287e550ccb8d,Article,Scopus,2-s2.0-84888027008
Global existence of solutions for interval-valued second-order differential equations under generalized hukuhara derivative,2013,Advances in Difference Equations,2013,,290,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897860071&partnerID=40&md5=542510f51721c7279d8e339372ce4d70,Article,Scopus,2-s2.0-84897860071
Parallel iteratively regularized Gauss-Newton method for systems of nonlinear ill-posed equations,2013,International Journal of Computer Mathematics,90,11,,2452,2461,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84889259349&partnerID=40&md5=ea0518039cc0bc2127766d59362fae1d,Article,Scopus,2-s2.0-84889259349
Uniqueness theorems for holomorphic curves sharing moving hypersurfaces,2013,Complex Variables and Elliptic Equations,58,11,,1481,1491,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886046640&partnerID=40&md5=27a443a37614158d7a273f4302c01707,Article,Scopus,2-s2.0-84886046640
On the uniform bound of the index of reducibility of parameter ideals of a module whose polynomial type is at most one,2013,Archiv der Mathematik,101,5,,469,478,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887446951&partnerID=40&md5=dd726b6d12f2d0eb881e5ec04320b85a,Article,Scopus,2-s2.0-84887446951
Clustering mobility patterns in wireless networks with a spatiotemporal similarity measure,2013,"International Journal of Innovative Computing, Information and Control",9,11,,4263,4284,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885738745&partnerID=40&md5=34247f70a96e4937ea0a8a796a9c6983,Article,Scopus,2-s2.0-84885738745
A note on the existence of non-cyclic free subgroups in division rings,2013,Archiv der Mathematik,101,5,,437,443,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887493214&partnerID=40&md5=340e7c6fb813ebcf0e35ff156420ac15,Article,Scopus,2-s2.0-84887493214
Nonlinear postbuckling of imperfect doubly curved thin shallow FGM shells resting on elastic foundations and subjected to mechanical loads,2013,Mechanics of Composite Materials,49,5,,493,506,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84890552689&partnerID=40&md5=1321e3733f97a69889603f00cc94582f,Article,Scopus,2-s2.0-84890552689
"Evaluation of heavy metals in tissue of shellfish from can gio coastline in ho chi minh city, vietnam",2013,Asian Journal of Chemistry,25,15,,8552,8556,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886608819&partnerID=40&md5=fb2a4b2487f42f1cb3b4eaef00ab71e7,Article,Scopus,2-s2.0-84886608819
Characterization and antimicrobial activity of silver nanoparticles prepared by a thermal decomposition technique,2013,Applied Physics A: Materials Science and Processing,113,3,,613,621,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887131004&partnerID=40&md5=82c7de0059a748bb3fe86dafc6326184,Article,Scopus,2-s2.0-84887131004
Molecular characterization of a glycosyl hydrolase family 10 xylanase from Aspergillus niger,2013,Protein Expression and Purification,92,2,,196,202,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886561635&partnerID=40&md5=79eadd8a4d17c47ec1c38cf7c56ee345,Article,Scopus,2-s2.0-84886561635
Transport properties of a quasi-two-dimensional electron gas in a SiGe/Si/SiGe quantum well including temperature and magnetic field effects,2013,Superlattices and Microstructures,64,,,245,250,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886425259&partnerID=40&md5=7cc9f3e955098346617ac56f3f406f90,Article,Scopus,2-s2.0-84886425259
New strategy toward dioxin risk reduction for local residents surrounding severe dioxin hotspots in Vietnam,2013,Global Health Action,6,1,21105,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886241039&partnerID=40&md5=1de7815cd96210ca5118a219b7a62503,Article,Scopus,2-s2.0-84886241039
Multiple solutions for a class of elliptic equations of p-Laplacian type with combined nonlinearities,2013,Nonlinear Studies,20,3,,309,319,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886313981&partnerID=40&md5=dcd0d7765545792a39a9f687695474e1,Article,Scopus,2-s2.0-84886313981
Livelihood strategies for coping with land loss among households in Vietnam's sub-urban areas,2013,Asian Social Science,9,15,,33,46,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887143626&partnerID=40&md5=5da0231b8c4c4007748ef19bbf72866d,Article,Scopus,2-s2.0-84887143626
Thickness dependent properties of magnetic ultrathin films,2013,Physica B: Condensed Matter,426,,,144,149,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886031562&partnerID=40&md5=04ea789cd5aa16622789689655d4d948,Article,Scopus,2-s2.0-84886031562
Determination of 234U and 238U in seawater samples by alpha spectrometry after concentration of U(VI) onto hydrotalcite and co-precipitation with LaF3,2013,Radiochimica Acta,101,10,,621,624,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886793977&partnerID=40&md5=c2829acb5e8933d880134c2423235c51,Article,Scopus,2-s2.0-84886793977
An annotated checklist of centipedes (chilopoda) of vietnam,2013,Zootaxa,3722,2,,219,244,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887092719&partnerID=40&md5=9967f4c26c87203e5d04bcf2b901ebaf,Article,Scopus,2-s2.0-84887092719
Taylor's expansion for composite functions,2013,The Scientific World Journal,2013,,536280,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885621002&partnerID=40&md5=98387267248449c2661bda690e6fae9c,Article,Scopus,2-s2.0-84885621002
Global existence of solutions for interval-valued integro-differential equations under generalized H-differentiability,2013,Advances in Difference Equations,2013,,217,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885621781&partnerID=40&md5=4dfee92570160ccb5db847866b9e23ca,Article,Scopus,2-s2.0-84885621781
Correlation-driven phase transition in a Chern insulator,2013,Physical Review B - Condensed Matter and Materials Physics,88,16,165132,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887115650&partnerID=40&md5=8830971145be5303736f3ec1e79fc9d1,Article,Scopus,2-s2.0-84887115650
Isotopic effect in Debye-Waller factor of crystalline germanium,2013,Modern Physics Letters B,27,26,1350191,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885578651&partnerID=40&md5=224e1cc98a45e5593d83cfab4b79b26d,Article,Scopus,2-s2.0-84885578651
Electronic band structure of carbon nanotubes with quinoid structure,2013,Modern Physics Letters B,27,25,1350179,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884906467&partnerID=40&md5=271968272ec00bddb651011d205d4835,Article,Scopus,2-s2.0-84884906467
Buckling of thin-walled members analyzed by Mindlin-Reissner finite strip,2013,Structural Engineering and Mechanics,48,1,,77,91,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885654971&partnerID=40&md5=d1a9d689055210b6ab6fdd3904c28975,Article,Scopus,2-s2.0-84885654971
On singular integrals with rough kernels in Triebel-Lizorkin weighted spaces,2013,Communications in Mathematical Analysis,15,2,,103,116,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885034846&partnerID=40&md5=d69d66e412c7cb5f79a731579755a050,Article,Scopus,2-s2.0-84885034846
Prelacteal feeding practices in Vietnam: Challenges and associated factors,2013,BMC Public Health,13,1,932,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884994855&partnerID=40&md5=3d37ff39851409d01ddba4c18928a5f1,Article,Scopus,2-s2.0-84884994855
The effect of external magnetic field on microstructure and magnetic properties of melt-spun Nd-Fe-B/Fe-Co nanocomposite ribbons,2013,Advances in Materials Science and Engineering,2013,,927356,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884823928&partnerID=40&md5=6bc970428bc5f3a49466829c85564eea,Article,Scopus,2-s2.0-84884823928
"Adsorptive cathodic stripping voltammetric determination of cefoperazone in bulk powder, pharmaceutical dosage forms, and human urine",2013,Journal of Analytical Methods in Chemistry,2013,,367914,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884895819&partnerID=40&md5=88c637ea6f161b0a8c4b7da201833eaf,Article,Scopus,2-s2.0-84884895819
Design and synthesis of sustain-acting melatonin prodrugs,2013,Journal of Chemistry,,,684760,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884826679&partnerID=40&md5=6701c04959a3fee7cd2597bd46922e56,Article,Scopus,2-s2.0-84884826679
Oxidative dehydrogenation of n-butane over LaV catalysts supported on TiO2,2013,Journal of Chemistry,,,868906,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884862368&partnerID=40&md5=c80f3c6162a495d77adef77a14795216,Article,Scopus,2-s2.0-84884862368
The quantum acoustoelectric current in a doped superlattice GaAs:Si/GaAs:Be,2013,Superlattices and Microstructures,63,,,121,130,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884768384&partnerID=40&md5=8237673e72799b239a5b57b950f21dc5,Article,Scopus,2-s2.0-84884768384
Improving Pharmacy Staff Knowledge and Practice on Childhood Diarrhea Management in Vietnam: Are Educational Interventions Effective?,2013,PLoS ONE,8,10, e74882,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884843644&partnerID=40&md5=771b931b468a30df068c0b9a2ff9674f,Article,Scopus,2-s2.0-84884843644
Fermentation performance of free and immobilized yeast on cork (sonneratia caseolaris) root - application of immobilized yeast to repeated batch ethanol fermentation,2013,International Food Research Journal,20,4,,1813,1817,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884684686&partnerID=40&md5=90053f04cd9d93ed741aaa0418e38edb,Article,Scopus,2-s2.0-84884684686
An approach to checking the compliance of user permission policy in software development,2013,International Journal of Software Engineering and Knowledge Engineering,23,8,,1139,1151,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894198133&partnerID=40&md5=3b0514e3e34374c24a563852df188922,Article,Scopus,2-s2.0-84894198133
Study on chitosan nanoparticles on biophysical characteristics and growth of Robusta coffee in green house,2013,Biocatalysis and Agricultural Biotechnology,2,4,,289,294,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887171542&partnerID=40&md5=807b244f8a290f933214956ffca3a6f4,Article,Scopus,2-s2.0-84887171542
A copper metal-organic framework as an efficient and recyclable catalyst for the oxidative cross-dehydrogenative coupling of phenols and formamides,2013,ChemCatChem,5,10,,3068,3077,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884926740&partnerID=40&md5=a2a1aba9f21ba5e40d61adeaa5bef1db,Article,Scopus,2-s2.0-84884926740
Synthesis of indium phosphide nanocrystals by sonochemical method and survey of optical properties,2013,EPJ Applied Physics,64,1,10402,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885609893&partnerID=40&md5=3e62cab5cf41464e95833dd12b1373af,Article,Scopus,2-s2.0-84885609893
Flavanones and stilbenes from Cyperus stoloniferus Retz.,2013,Biochemical Systematics and Ecology,50,,,220,222,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877894126&partnerID=40&md5=83e589af0392d167e30c425e5c7d76c7,Article,Scopus,2-s2.0-84877894126
Genetic variation and population structure in Chinese water pine (Glyptostrobus pensilis): A threatened species,2013,Indian Journal of Biotechnology,12,4,,499,503,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893380458&partnerID=40&md5=08c1c7bcbe8f2bbf31def3aabdcaa736,Article,Scopus,2-s2.0-84893380458
Digital sound archive system at the voice of Vietnam,2013,ABU Technical Review,,256,,28,30,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894131667&partnerID=40&md5=b2aab0b6548992d8ac66034516d52435,Article,Scopus,2-s2.0-84894131667
Density-controllable growth of SnO2 nanowire junction-bridging across electrode for low-temperature NO2 gas detection,2013,Journal of Materials Science,48,20,,7253,7259,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84881133666&partnerID=40&md5=42cea28c4f8db25f51578e26df89c881,Article,Scopus,2-s2.0-84881133666
An object-oriented analysis and design model to implement controllers for quadrotor uavs by specializing MDA's features with hybrid automata and real-time UML,2013,WSEAS Transactions on Systems,12,10,,483,496,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894237388&partnerID=40&md5=259b6ec9ca11826d48c9ff74b478178b,Article,Scopus,2-s2.0-84894237388
An asymptotic stability theorem for quasilinear delay differential equations with oscillating coefficients,2013,International Journal of Mathematics,24,11, 1350092-1,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888165266&partnerID=40&md5=4bae5046f7c8aac105ac662c8dd0853d,Article,Scopus,2-s2.0-84888165266
